,state,article_title,revision_id,article_quality
9904,Michigan,"Fork Township, Michigan",1175220521,C
9905,Michigan,"Ontonagon, Michigan",1168637528,C
9906,Pennsylvania,"Sugarloaf Township, Luzerne County, Pennsylvania",1171907284,C
9907,Minnesota,"Murdock, Minnesota",1179425126,GA
9908,Pennsylvania,"Mahanoy City, Pennsylvania",1166838064,C
9909,Michigan,"Arvon Township, Michigan",1177232001,C
9910,Montana,"Thompson Falls, Montana",1173072930,C
9911,Hawaii,"Captain Cook, Hawaii",1156253283,GA
9912,Kentucky,"Westwood, Jefferson County, Kentucky",1165907355,Start
9913,California,"Benicia, California",1169208836,C
9914,Michigan,"Greenbush Township, Clinton County, Michigan",1174706002,C
9915,Pennsylvania,"West York, Pennsylvania",1169037072,C
9916,South Dakota,"Hermosa, South Dakota",1170867271,C
9917,Wyoming,"Manderson, Wyoming",1176270613,C
9918,South Dakota,"Tyndall, South Dakota",1179979267,C
9919,Missouri,"Renick, Missouri",1167504760,C
9920,Iowa,"Williamson, Iowa",1165907736,C
9921,Missouri,"Hartville, Missouri",1152539442,GA
9922,West Virginia,"Follansbee, West Virginia",1177877610,C
9923,Indiana,"Tennyson, Indiana",1170914115,C
9924,Michigan,"Ionia, Michigan",1177686645,C
9925,Washington,"Ridgefield, Washington",1170486276,C
9926,Maine,"Poland, Maine",1166229160,GA
9927,Ohio,"Warsaw, Ohio",1167836365,C
9928,Illinois,"Rushville, Illinois",1165900462,C
9929,Pennsylvania,"Birdsboro, Pennsylvania",1166610613,GA
9930,Missouri,"Lebanon, Missouri",1165889771,C
9931,Arizona,"Fredonia, Arizona",1165987701,C
9932,New York,"Croton-on-Hudson, New York",1166820723,C
9933,Utah,"Centerfield, Utah",1165538809,C
9934,South Dakota,"Spearfish, South Dakota",1179986738,C
9935,Michigan,"Garden Township, Michigan",1174703520,C
9936,Illinois,"Wood River, Illinois",1165908279,C
9937,Arkansas,"Cave City, Arkansas",1165538627,C
9938,Texas,"Hale Center, Texas",1165748997,C
9939,Minnesota,"Wyoming, Minnesota",1165908568,C
9940,Kentucky,"Pippa Passes, Kentucky",1165897963,GA
9941,Michigan,"Ontonagon Township, Michigan",1168637517,Stub
9942,Pennsylvania,"Troutville, Pennsylvania",1158115345,GA
9943,Virginia,"Covington, Virginia",1169330302,GA
9944,Texas,"Ackerly, Texas",1165746519,C
9945,Pennsylvania,"Buffalo Township, Washington County, Pennsylvania",1166636568,C
9946,Michigan,"Rich Township, Michigan",1167505243,Start
9947,Illinois,"Countryside, Illinois",1168383541,C
9948,Wisconsin,"Adams, Wisconsin",1165506012,GA
9949,Arkansas,"Biggers, Arkansas",1170718351,C
9950,Pennsylvania,"Solebury Township, Bucks County, Pennsylvania",1175379735,Stub
9951,Ohio,"Marengo, Ohio",1167334852,C
9952,Ohio,"Gann, Ohio",1167019181,GA
9953,Iowa,"Ainsworth, Iowa",1165506190,C
9954,California,"Hollister, California",1173312400,GA
9955,New York,"Norwood, New York",1176468872,C
9956,New Jersey,"Midland Park, New Jersey",1179890425,GA
9957,Pennsylvania,"Berwick, Pennsylvania",1173790685,GA
9958,Illinois,"Rock Island, Illinois",1172411735,C
9959,Michigan,"Wawatam Township, Michigan",1167837935,Start
9960,Pennsylvania,"North Beaver Township, Lawrence County, Pennsylvania",1175954723,Stub
9961,Illinois,"Cave-In-Rock, Illinois",1179744009,C
9962,Oregon,"Independence, Oregon",1165750791,C
9963,Michigan,"Warren, Michigan",1175783970,GA
9964,Missouri,"Hermitage, Missouri",1165749808,GA
9965,California,"Orland, California",1168473991,GA
9966,Massachusetts,"Westport, Massachusetts",1170176432,C
9967,Texas,"Yorktown, Texas",1179383665,C
9968,Delaware,"Viola, Delaware",1166332250,C
9969,Iowa,"Dunkerton, Iowa",1179584060,C
9970,Louisiana,"Sorrento, Louisiana",1169640662,Start
9971,Pennsylvania,"Donegal, Pennsylvania",1157356461,C
9972,Illinois,"Kankakee, Illinois",1178578696,C
9973,Missouri,"Mexico, Missouri",1163294874,GA
9974,Utah,"Genola, Utah",1166069147,C
9975,New Jersey,"Kenilworth, New Jersey",1179889949,GA
9976,Michigan,"South Rockwood, Michigan",1172047116,C
9977,Washington,"Newport, Washington",1179543153,GA
9978,Missouri,"Burgess, Missouri",1166341165,C
9979,Georgia (U.S. state),"Hinesville, Georgia",1179807539,C
9980,Michigan,"Ann Arbor, Michigan",1179670803,GA
9981,Minnesota,"Correll, Minnesota",1165645232,Start
9982,Texas,"Huxley, Texas",1165750720,C
9983,Michigan,"Lyon Township, Roscommon County, Michigan",1172883573,C
9984,New York,"Kings Point, New York",1177514728,B
9985,Alabama,"Florence, Alabama",1178304592,C
9986,Utah,"Coalville, Utah",1179686359,C
9987,Minnesota,"Cannon Falls, Minnesota",1143483345,C
9988,Colorado,"Wiggins, Colorado",1166333641,GA
9989,Alabama,"Mentone, Alabama",1166207510,GA
9990,Kentucky,"Creekside, Kentucky",1177358151,C
9991,Ohio,"Sabina, Ohio",1162370021,C
9992,Texas,"Snook, Texas",1165902014,GA
9993,Missouri,"Grand Falls Plaza, Missouri",1167126296,Start
9994,Ohio,"Waynesburg, Ohio",1168045967,C
9995,Washington,"Royal City, Washington",1169205917,C
9996,Texas,"Tiki Island, Texas",1167816241,GA
9997,Pennsylvania,"Oliver Township, Mifflin County, Pennsylvania",1175076132,C
9998,Pennsylvania,"Sunbury, Pennsylvania",1177509662,C
9999,Arkansas,"Chester, Arkansas",1166017778,C
10000,Ohio,"Springdale, Ohio",1179790161,GA
10001,Maine,"Dayton, Maine",1166066490,C
10002,Utah,"Mantua, Utah",1177406760,GA
10003,Tennessee,"Dayton, Tennessee",1170872205,C
10004,Massachusetts,"Granby, Massachusetts",1172717547,C
10005,Louisiana,"Edgefield, Louisiana",1166992357,Start
10006,New Jersey,"Watchung, New Jersey",1179888018,B
10007,Pennsylvania,"Henderson Township, Jefferson County, Pennsylvania",1173810075,C
10008,New Jersey,"Deal, New Jersey",1179886619,B
10009,New Jersey,"North Hanover Township, New Jersey",1178943703,B
10010,Michigan,"Mackinac Island, Michigan",1179872033,C
10011,Oregon,"Lexington, Oregon",1165890170,GA
10012,Pennsylvania,"Licking Creek Township, Fulton County, Pennsylvania",1167317275,C
10013,Arkansas,"Lavaca, Arkansas",1165889406,Start
10014,Florida,"South Daytona, Florida",1165902156,C
10015,Texas,"Victoria, Texas",1165906226,C
10016,Texas,"Bridge City, Texas",1165537041,C
10017,Kentucky,"Williamstown, Kentucky",1165907745,C
10018,Michigan,"Midland Charter Township, Michigan",192328485,Stub
10019,Oregon,"McMinnville, Oregon",1176213825,C
10020,Maine,"Thomaston, Maine",1165065292,C
10021,Texas,"Sansom Park, Texas",1170102208,Start
10022,New Jersey,"Monmouth Beach, New Jersey",1179890483,GA
10023,South Carolina,"St. George, South Carolina",1172182385,C
10024,Florida,"Holmes Beach, Florida",1177412790,C
10025,Pennsylvania,"Derry Township, Montour County, Pennsylvania",1166851003,C
10026,North Dakota,"Overly, North Dakota",1173718024,GA
10027,Indiana,"Clermont, Indiana",1166018170,GA
10028,Minnesota,"Wolf Lake, Minnesota",1165908224,Start
10029,North Dakota,"Hamberg, North Dakota",1178901312,Start
10030,Tennessee,"Spring Hill, Tennessee",1179510337,GA
10031,Indiana,"Ulen, Indiana",1166331835,C
10032,Ohio,"Pleasant Hill, Ohio",1176949307,C
10033,Michigan,"Berrien Township, Michigan",1166608930,GA
10034,Illinois,"Thomasboro, Illinois",1167682226,Start
10035,Washington,"Lamont, Washington",1166205477,GA
10036,Ohio,"North Olmsted, Ohio",1165895841,GA
10037,Vermont,"Montgomery, Vermont",1166208350,GA
10038,North Dakota,"Hoople, North Dakota",1172659774,C
10039,Texas,"Point Comfort, Texas",1165898299,C
10040,Maine,"Dedham, Maine",1166066540,C
10041,Illinois,"Mount Vernon, Illinois",1178888914,GA
10042,Minnesota,"Center City, Minnesota",1165538789,C
10043,New Jersey,"Greenwich Township, Gloucester County, New Jersey",1179888913,GA
10044,Pennsylvania,"Kelly Township, Union County, Pennsylvania",1179353165,C
10045,Mississippi,"Shannon, Mississippi",1166231088,C
10046,Oregon,"Mill City, Oregon",1176818584,C
10047,Texas,"Lakeway, Texas",1165752858,C
10048,Michigan,"Springville Township, Michigan",1170392493,C
10049,Pennsylvania,"Seven Springs, Pennsylvania",1167966327,GA
10050,Oregon,"Maupin, Oregon",1168226835,C
10051,Ohio,"Burkettsville, Ohio",1166637283,C
10052,Arkansas,"Fargo, Arkansas",1166068073,GA
10053,Maryland,"Laurel, Maryland",1175638671,GA
10054,Pennsylvania,"Union Township, Berks County, Pennsylvania",1174295357,C
10055,Vermont,"Stannard, Vermont",1166330302,GA
10056,Kentucky,"Maysville, Kentucky",1178010141,B
10057,Pennsylvania,"Tyrone Township, Blair County, Pennsylvania",1167739274,C
10058,Pennsylvania,"Canton, Pennsylvania",1153589424,C
10059,Ohio,"Louisville, Ohio",1168910503,C
10060,New York,"Cherry Creek (village), New York",908279781,Stub
10061,Michigan,"Essex Township, Michigan",1174681156,Start
10062,Michigan,"Douglas, Michigan",1170754690,C
10063,Pennsylvania,"Wattsburg, Pennsylvania",1176493089,C
10064,Minnesota,"Callaway, Minnesota",1174672122,C
10065,Utah,"Sterling, Utah",1166330452,C
10066,Illinois,"Tiskilwa, Illinois",1167683393,C
10067,Michigan,"Bunker Hill Township, Michigan",1174671668,C
10068,New York,"Buffalo, New York",1179602020,FA
10069,Iowa,"Humeston, Iowa",1165750597,C
10070,Michigan,"Grant Township, Mecosta County, Michigan",1175224860,Start
10071,Louisiana,"Simsboro, Louisiana",1168566394,C
10072,Michigan,"McMillan Township, Luce County, Michigan",1168634693,C
10073,New York,"Fayetteville, New York",1176290756,C
10074,Maine,"Lincoln, Maine",1159400170,C
10075,Mississippi,"Satartia, Mississippi",1175056953,GA
10076,Michigan,"Elk Township, Sanilac County, Michigan",1174679597,Start
10077,Michigan,"Springfield Township, Oakland County, Michigan",1153555295,GA
10078,Pennsylvania,"Banks Township, Indiana County, Pennsylvania",1166533138,C
10079,Iowa,"Tama County, Iowa",1161283030,C
10080,Texas,"Cut and Shoot, Texas",1175900364,C
10081,Iowa,"Cushing, Iowa",1165645871,C
10082,Kentucky,"Buckhorn, Kentucky",1165537525,C
10083,Pennsylvania,"Butler Township, Schuylkill County, Pennsylvania",1173540263,C
10084,New Jersey,"East Brunswick, New Jersey",1178944686,B
10085,Georgia (U.S. state),"Ivey, Georgia",1166181774,Start
10086,Illinois,"Stillman Valley, Illinois",1167678028,C
10087,Minnesota,"Osseo, Minnesota",1176045812,GA
10088,Ohio,"Lafayette, Allen County, Ohio",671312542,Stub
10089,California,"Culver City, California",1176157166,GA
10090,Florida,"Sunrise, Florida",1177281973,GA
10091,Indiana,"Eaton, Indiana",1166067414,GA
10092,Alabama,"Boaz, Alabama",1177138566,GA
10093,Pennsylvania,"Hamilton Township, Franklin County, Pennsylvania",1173871976,C
10094,Michigan,"St. Clair Township, Michigan",1167676744,C
10095,Missouri,"Crocker, Missouri",1165645646,GA
10096,Pennsylvania,"Lower Saucon Township, Northampton County, Pennsylvania",1177807498,Stub
10097,Texas,"Menard, Texas",1165893156,GA
10098,Minnesota,"Chisholm, Minnesota",1165539344,C
10099,Texas,"Creedmoor, Texas",1169789709,GA
10100,Illinois,"Melvin, Illinois",1167341795,C
10101,Missouri,"Mineral Point, Missouri",1167344455,GA
10102,Florida,"Malabar, Florida",1166206698,C
10103,California,"Pomona, California",1179757255,B
10104,Hawaii,"Hanamaulu, Hawaii",1111378813,C
10105,New York,"Shoreham, New York",1167671760,C
10106,Kentucky,"Raywick, Kentucky",1165899275,C
10107,Vermont,"St. Johnsbury (village), Vermont",646137626,Stub
10108,Maine,"Levant, Maine",1166205846,C
10109,Utah,"Clinton, Utah",1177260615,C
10110,Pennsylvania,"Jackson Township, Huntingdon County, Pennsylvania",1167178700,C
10111,Iowa,"Jefferson, Iowa",1158102102,C
10112,Pennsylvania,"Logan Township, Clinton County, Pennsylvania",1167320925,C
10113,Indiana,"Flora, Indiana",1147269817,C
10114,Texas,"Winters, Texas",1176667481,C
10115,Georgia (U.S. state),"Bowersville, Georgia",1166016079,Start
10116,Vermont,"St. George, Vermont",1166330149,Start
10117,Pennsylvania,"McClure, Pennsylvania",1176135348,C
10118,Pennsylvania,"South Hanover Township, Dauphin County, Pennsylvania",1175379296,Stub
10119,Iowa,"Stuart, Iowa",1165903329,C
10120,Pennsylvania,"Fermanagh Township, Juniata County, Pennsylvania",1173876294,C
10121,North Dakota,"Reeder, North Dakota",1174284525,GA
10122,Illinois,"Christopher, Illinois",1165539389,C
10123,Tennessee,"Alamo, Tennessee",1171606164,C
10124,Michigan,"Solon Township, Kent County, Michigan",1167674170,Start
10125,Texas,"Northlake, Texas",1166209839,Start
10126,Pennsylvania,"Blaine Township, Washington County, Pennsylvania",1172125501,Stub
10127,Texas,"Benbrook, Texas",1176783691,C
10128,Maine,"Starks, Maine",1166330377,C
10129,Mississippi,"Bassfield, Mississippi",1166015127,C
10130,Ohio,"Clayton, Ohio",1172722554,C
10131,California,"Novato, California",1179864938,GA
10132,Maine,"Pownal, Maine",1174511885,C
10133,Ohio,"Baltimore, Ohio",1162099503,C
10134,Michigan,"Thompsonville, Michigan",1173038898,GA
10135,South Carolina,"Livingston, South Carolina",1173683929,Start
10136,Texas,"Kenedy, Texas",1165752001,GA
10137,Indiana,"Linton, Indiana",1178594386,C
10138,Virginia,"Fairfax, Virginia",1175067625,GA
10139,Minnesota,"Avoca, Minnesota",1165508154,GA
10140,Georgia (U.S. state),"Norcross, Georgia",1178283780,C
10141,Idaho,"Burley, Idaho",1177436596,GA
10142,Idaho,"Fruitland, Idaho",1165747494,C
10143,Pennsylvania,"Oklahoma, Pennsylvania",1157447639,C
10144,Illinois,"Plano, Illinois",1165898098,GA
10145,Missouri,"Dover, Missouri",1166853000,GA
10146,Florida,"Ocean Breeze, Florida",1166210093,C
10147,Kentucky,"Science Hill, Kentucky",1165900994,C
10148,Kentucky,"Pioneer Village, Kentucky",1165897924,Start
10149,Pennsylvania,"Forward Township, Butler County, Pennsylvania",1177480534,C
10150,Illinois,"Wood Dale, Illinois",1179647593,GA
10151,Texas,"Browndell, Texas",1165537391,GA
10152,Florida,"Maitland, Florida",1171066864,C
10153,Missouri,"Macon, Missouri",1165891751,GA
10154,Vermont,"West Glover (village), Vermont",171046064,Stub
10155,South Dakota,"Erwin, South Dakota",1171692463,C
10156,Illinois,"Mill Creek, Illinois",1167343608,C
10157,Maine,"Kingfield, Maine",1174511039,C
10158,Michigan,"Bellevue, Michigan",1166607052,C
10159,Florida,"Cottondale, Florida",1166018930,Start
10160,Iowa,"Renwick, Iowa",1165899486,C
10161,Pennsylvania,"Pine Creek Township, Jefferson County, Pennsylvania",1173810725,C
10162,Michigan,"Norton Shores, Michigan",1133247981,C
10163,Michigan,"Owosso Charter Township, Michigan",201864255,Stub
10164,Pennsylvania,"Barrett Township, Pennsylvania",1177227550,C
10165,Michigan,"Manistee, Michigan",1178799230,GA
10166,Pennsylvania,"Connoquenessing Township, Butler County, Pennsylvania",1177332225,C
10167,Missouri,"Eagleville, Missouri",1166855488,C
10168,Arkansas,"Grannis, Arkansas",1165748512,C
10169,Florida,"Otter Creek, Florida",1175294199,C
10170,Missouri,"Greentop, Missouri",1165748743,C
10171,New Mexico,"Santa Rosa, New Mexico",1179966241,C
10172,Minnesota,"Badger, Minnesota",1165508228,C
10173,Pennsylvania,"Derry Township, Dauphin County, Pennsylvania",1158584263,GA
10174,Vermont,"Groton (village), Vermont",171005768,Stub
10175,Georgia (U.S. state),"Brunswick, Georgia",1179019149,GA
10176,Kentucky,"Benton, Kentucky",1165535725,GA
10177,Washington,"Toledo, Washington",1177248577,GA
10178,New Jersey,"Passaic, New Jersey",1178958415,FA
10179,Texas,"Holliday, Texas",1173479157,C
10180,Pennsylvania,"Palmerton, Pennsylvania",1157448783,GA
10181,Louisiana,"Urania, Louisiana",1166331962,Start
10182,Iowa,"Lee County, Iowa",1172573742,C
10183,Missouri,"Jackson, Missouri",1175497154,GA
10184,South Dakota,"Rockham, South Dakota",1172021735,GA
10185,Pennsylvania,"Nicholson, Pennsylvania",1157445178,C
10186,Montana,"Sheridan, Montana",1172447338,C
10187,Minnesota,"Orr, Minnesota",1167307070,GA
10188,Kentucky,"Woodburn, Kentucky",1165908333,C
10189,Tennessee,"Calhoun, Tennessee",1159233022,GA
10190,Vermont,"Worcester, Vermont",1166334421,C
10191,Maine,"Addison, Maine",1168360008,C
10192,Pennsylvania,"Jackson Township, Cambria County, Pennsylvania",1173131920,C
10193,Illinois,"Johnston City, Illinois",1165751235,C
10194,North Dakota,"York, North Dakota",1172732493,C
10195,Minnesota,"Seaforth, Minnesota",1165901128,GA
10196,Michigan,"Allendale Charter Township, Michigan",1177093292,C
10197,Arkansas,"Norfork, Arkansas",1165895696,C
10198,Colorado,"Longmont, Colorado",1177867207,C
10199,Wyoming,"Marbleton, Wyoming",1174007159,C
10200,Iowa,"Fremont, Iowa",1165747427,C
10201,West Virginia,"Pullman, West Virginia",1166229498,C
10202,Idaho,"Dover, Idaho",1165647096,C
10203,Utah,"Tabiona, Utah",1179370881,C
10204,Maine,"Canton, Maine",1174509438,C
10205,New York,"Schenectady, New York",1179905211,C
10206,Pennsylvania,"Shickshinny, Pennsylvania",1173980666,GA
10207,Hawaii,"Halaula, Hawaii",1111378453,Start
10208,Pennsylvania,"Worth Township, Mercer County, Pennsylvania",1160608026,Start
10209,Oregon,"Harrisburg, Oregon",1165749285,C
10210,New York,"Port Chester, New York",1178951304,C
10211,Pennsylvania,"Plum Township, Venango County, Pennsylvania",1175382865,Stub
10212,Michigan,"Adams Township, Arenac County, Michigan",1166383232,Start
10213,Iowa,"Meservey, Iowa",1165893266,C
10214,Vermont,"Brandon, Vermont",1166016181,C
10215,Arkansas,"West Fork, Arkansas",1177679677,C
10216,Hawaii,"Heeia, Hawaii",418600500,Stub
10217,Louisiana,"Fordoche, Louisiana",1166068431,C
10218,Pennsylvania,"Thompson, Pennsylvania",1158113849,C
10219,Mississippi,"Southaven, Mississippi",1171680998,C
10220,Iowa,"Volga, Iowa",1165906328,C
10221,Pennsylvania,"Henry Clay Township, Fayette County, Pennsylvania",1157361234,C
10222,Virginia,"Madison County, Virginia",1159607022,C
10223,Mississippi,"Mayersville, Mississippi",1168832356,GA
10224,Minnesota,"Park Rapids, Minnesota",1175912671,GA
10225,Pennsylvania,"Rankin, Pennsylvania",1175257622,C
10226,California,"Oakdale, California",1177575623,C
10227,Kentucky,"River Bluff, Kentucky",1165899829,Start
10228,Missouri,"Leasburg, Missouri",1167296138,C
10229,Michigan,"Commerce Township, Michigan",1132492888,C
10230,Illinois,"Yale, Illinois",1167348971,C
10231,Michigan,"Sherman Township, St. Joseph County, Michigan",1167671235,Start
10232,Pennsylvania,"Salford Township, Montgomery County, Pennsylvania",1175380764,Stub
10233,Louisiana,"Zwolle, Louisiana",1180123879,C
10234,Texas,"Rising Star, Texas",1175887705,GA
10235,Maryland,"Church Hill, Maryland",1175095187,C
10236,California,"Madera, California",1171872126,GA
10237,California,"Lincoln, California",1149702418,C
10238,Vermont,"North Troy (village), Vermont",171005410,Stub
10239,Indiana,"Huntertown, Indiana",1166181551,C
10240,Pennsylvania,"Jefferson, Greene County, Pennsylvania",1157436497,GA
10241,Florida,"Key West, Florida",928910563,Stub
10242,Michigan,"Chandler Township, Huron County, Michigan",1174673144,Start
10243,Michigan,"Watervliet, Michigan",1165906786,C
10244,New York,"Owego (village), New York",1171602351,C
10245,Missouri,"Darlington, Missouri",1165646177,C
10246,Iowa,"Lakota, Iowa",1168606147,C
10247,Illinois,"Goodfield, Illinois",1167125541,C
10248,Missouri,"Salem, Missouri",1169508459,GA
10249,Illinois,"Jeffersonville, Illinois",1150329871,C
10250,Alabama,"New Hope, Alabama",1179883996,C
10251,Texas,"Stinnett, Texas",1179804692,GA
10252,Hawaii,"Kalihiwai, Hawaii",1111383345,C
10253,Iowa,"Emmet County, Iowa",1160186091,C
10254,Pennsylvania,"Graham Township, Clearfield County, Pennsylvania",1175876352,C
10255,Pennsylvania,"Benton, Columbia County, Pennsylvania",1178739276,C
10256,South Dakota,"Miller, South Dakota",1175588488,C
10257,Arkansas,"Texarkana, Arkansas",1179510806,C
10258,Texas,"Rotan, Texas",1176582638,GA
10259,Texas,"Flower Mound, Texas",1175143332,FA
10260,Minnesota,"Boy River, Minnesota",1165536774,C
10261,Texas,"DeCordova, Texas",1175539256,C
10262,Illinois,"Highland, Illinois",1176177302,GA
10263,Iowa,"Grandview, Iowa",1165748458,C
10264,Ohio,"Harpster, Ohio",1175496465,Start
10265,Pennsylvania,"Fayette City, Pennsylvania",1157358544,GA
10266,New Jersey,"Lavallette, New Jersey",1179890014,GA
10267,Pennsylvania,"Flemington, Pennsylvania",1132569085,C
10268,Illinois,"Kirkwood, Illinois",1177687050,C
10269,Michigan,"Zilwaukee Township, Michigan",1168635920,Start
10270,Missouri,"Chaffee, Missouri",1165538928,C
10271,California,"Montague, California",1159368713,C
10272,Ohio,"Mentor, Ohio",1178005079,C
10273,Maine,"Bingham, Maine",1174508835,GA
10274,Minnesota,"Erhard, Minnesota",1165650768,GA
10275,Florida,"Seminole, Florida",1177416696,C
10276,New Jersey,"Blairstown, New Jersey",1179884458,B
10277,Mississippi,"D'Iberville, Mississippi",1175768805,C
10278,Alabama,"West Point, Alabama",1166333164,Start
10279,Michigan,"Friendship Township, Michigan",1174703274,Start
10280,Pennsylvania,"Plains Township, Luzerne County, Pennsylvania",1175383283,Stub
10281,California,"Burbank, California",1178839292,B
10282,Georgia (U.S. state),"Maxeys, Georgia",1166207213,C
10283,North Dakota,"Valley City, North Dakota",1180006708,C
10284,Tennessee,"Liberty, Tennessee",1166205924,GA
10285,New York,"Fredonia, New York",1167805018,GA
10286,Arkansas,"Washington, Arkansas",1159322006,C
10287,Arkansas,"Amity, Arkansas",1165507102,C
10288,New Jersey,"Califon, New Jersey",1179884805,B
10289,Louisiana,New Orleans,1179759908,FA
10290,Florida,"Destin, Florida",1169789354,B
10291,Vermont,"Castleton, Vermont",1176407791,C
10292,Texas,"Brackettville, Texas",1167473889,GA
10293,Mississippi,"Kossuth, Mississippi",1167291748,Start
10294,North Dakota,"Regan, North Dakota",1178953433,GA
10295,Pennsylvania,"Benton Township, Columbia County, Pennsylvania",1166608232,C
10296,Illinois,"Lisbon, Illinois",1167318398,C
10297,Oregon,"Gold Hill, Oregon",1165748167,GA
10298,Michigan,"Fawn River Township, Michigan",1167014250,Start
10299,South Dakota,"Hetland, South Dakota",1171692948,C
10300,Massachusetts,"Weston, Massachusetts",1175298590,B
10301,Maine,"Moscow, Maine",1166208625,C
10302,Illinois,"Eureka, Illinois",1165650897,C
10303,Massachusetts,"Tisbury, Massachusetts",1172125304,C
10304,Montana,"Whitefish, Montana",1180139192,GA
10305,Iowa,"Lake Park, Iowa",1165752752,C
10306,Arkansas,"Maumelle, Arkansas",1169497407,C
10307,Iowa,"Havelock, Iowa",1165749420,C
10308,New Jersey,"Franklin, New Jersey",1178962903,GA
10309,Ohio,"Yellow Springs, Ohio",1178284723,C
10310,Pennsylvania,"Kennett Square, Pennsylvania",1171325697,C
10311,Michigan,"Milford, Michigan",1167343568,C
10312,Pennsylvania,"Center Township, Butler County, Pennsylvania",1177153332,C
10313,California,"Ross, California",1177396644,GA
10314,Colorado,"Erie, Colorado",1166067788,GA
10315,Illinois,"Argenta, Illinois",1166484811,C
10316,Iowa,"Lineville, Iowa",1165890467,GA
10317,Michigan,"Forsyth Township, Michigan",1174698565,C
10318,Alabama,"Grimes, Alabama",1166180119,Start
10319,Ohio,"North Hampton, Ohio",1173815641,C
10320,Louisiana,"Varnado, Louisiana",1167742341,Start
10321,Vermont,"Bolton, Vermont",1166015976,C
10322,Pennsylvania,"Greenwood Township, Clearfield County, Pennsylvania",1175876537,C
10323,New Jersey,"Allamuchy Township, New Jersey",1176414499,B
10324,Illinois,"Willow Hill, Illinois",1167842375,C
10325,Illinois,"West Point, Illinois",1167840026,C
10326,Florida,"Kissimmee, Florida",1169750322,C
10327,Illinois,"Karnak, Illinois",1167288517,C
10328,Kentucky,"Ravenna, Kentucky",1165899223,C
10329,Michigan,"Sherman Township, Iosco County, Michigan",1167671192,C
10330,South Carolina,"Nichols, South Carolina",1173705418,C
10331,Pennsylvania,"Albany Township, Bradford County, Pennsylvania",1166384245,C
10332,Pennsylvania,"Rockhill, Pennsylvania",1169323987,C
10333,Iowa,"Toledo, Iowa",1165904550,C
10334,Ohio,"Syracuse, Ohio",1167680633,C
10335,Texas,"Everman, Texas",1170190286,C
10336,Wisconsin,"Sheboygan Falls, Wisconsin",1165901484,C
10337,Colorado,"Log Lane Village, Colorado",1166206238,GA
10338,Michigan,"Prairie Ronde Township, Michigan",1167499726,C
10339,Michigan,"Garfield Township, Newaygo County, Michigan",1167019466,Start
10340,Texas,"Tulia, Texas",1179753791,GA
10341,Nevada,"Ely, Nevada",1176617320,C
10342,Texas,"Pinehurst, Orange County, Texas",1165897885,Start
10343,Pennsylvania,"West Fallowfield Township, Chester County, Pennsylvania",1165673416,C
10344,Alabama,"Benton, Alabama",1166015434,C
10345,Florida,"Yankeetown, Florida",1174436855,Start
10346,Michigan,"Thetford Township, Michigan",1167682127,GA
10347,Pennsylvania,"Stockertown, Pennsylvania",1172631148,GA
10348,Michigan,"Melvindale, Michigan",1133239902,C
10349,Texas,"Jonestown, Texas",1165751317,C
10350,Kansas,"Park City, Kansas",1180116538,GA
10351,Pennsylvania,"Piney Township, Clarion County, Pennsylvania",1175383635,Stub
10352,Texas,"Bryson, Texas",1165537502,GA
10353,Texas,"Fort Stockton, Texas",1177997437,C
10354,Mississippi,"Tunica, Mississippi",1171097017,C
10355,Michigan,"Central Lake Township, Michigan",1166693766,Start
10356,Oregon,"La Grande, Oregon",1165752486,GA
10357,Oregon,"Ontario, Oregon",1168392183,C
10358,Michigan,"Clement Township, Michigan",1166697055,Start
10359,Michigan,"Franklin Township, Lenawee County, Michigan",1167017506,B
10360,Texas,"Whitesboro, Texas",1165907532,GA
10361,Idaho,"Heyburn, Idaho",1169482716,C
10362,Colorado,"Ouray, Colorado",1170397140,GA
10363,Arizona,"Dewey-Humboldt, Arizona",875227915,Stub
10364,Missouri,"Huntsville, Missouri",1165750654,GA
10365,Pennsylvania,"Moscow, Pennsylvania",1173705958,GA
10366,Pennsylvania,"Conyngham, Pennsylvania",1176646419,GA
10367,California,"Vacaville, California",1179414904,B
10368,Idaho,"Mackay, Idaho",1165891734,C
10369,Ohio,"Clarington, Ohio",1166696209,GA
10370,New Jersey,"Cranbury, New Jersey",1179886565,FA
10371,Georgia (U.S. state),"Dallas, Georgia",1172046455,C
10372,Kentucky,"Pembroke, Kentucky",1165897483,C
10373,Pennsylvania,"West Hempfield Township, Lancaster County, Pennsylvania",1175370782,Stub
10374,Indiana,"West Baden Springs, Indiana",1171483265,GA
10375,Michigan,"Sunfield, Michigan",1167679676,Start
10376,New York,"Matinecock, New York",1167336215,GA
10377,New York,"Canaseraga, New York",1166690027,C
10378,New York,"Hewlett Bay Park, New York",1171034418,C
10379,Georgia (U.S. state),"Higgston, Georgia",1166180977,GA
10380,Maryland,"Queenstown, Maryland",1175092729,C
10381,Mississippi,"Mendenhall, Mississippi",1165893159,C
10382,Pennsylvania,"Manor, Pennsylvania",1157439845,C
10383,Texas,"Brownfield, Texas",1172811170,GA
10384,Missouri,"Des Arc, Missouri",1165646779,C
10385,Arkansas,"Tollette, Arkansas",1166331451,Start
10386,Pennsylvania,"West Taylor Township, Cambria County, Pennsylvania",1175371719,Stub
10387,New York,"Fultonville, New York",1168079352,C
